features,mae,mse,rmse,r2
"['Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",507428.66939232446,695280871442.5128,833835.0385073253,0.9371958909122292
"['Humidity', 'Vapor_pressure(hPa)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",546521.7352367927,789969085301.4764,888802.0506847835,0.9286427879048266
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",664035.2246454083,940073374532.6863,969573.8107708388,0.9150839995897382
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700763.1991432533,1022723011158.3595,1011297.6867166065,0.9076183306667113
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",565573.8056113515,738242417886.3733,859210.3455419827,0.9333152122393907
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",669530.582457758,966174618949.8312,982941.8187002887,0.9127262971574823
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",581882.5218401116,812286064320.1915,901269.1408897741,0.9266269148348643
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700720.7813515998,1067075903687.2406,1032993.6610101926,0.9036119729267625
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571626.455253062,800247152013.5494,894565.3425063757,0.927714379186121
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",668516.0658567294,1008529492136.3656,1004255.6906168696,0.9089004187459464
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575981.4869173449,823950891954.6603,907717.40754194,0.9255732412227522
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",577326.4901284289,824112124504.7949,907806.2152820914,0.9255586772284256
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700568.3916524907,1087654779725.4587,1042906.8892885207,0.9017531011690418
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",619209.8491809227,938301359736.8347,968659.5685465739,0.9152440641264094
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",560061.9020088265,801036459399.4569,895006.4018762418,0.9276430817447496
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",526099.9500879137,743942164396.5703,862520.81968876,0.9328003591543973
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",597230.3836548757,896734780498.4747,946960.8125463665,0.9189987366395123
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691484.2046562625,991263903145.9698,995622.3697496806,0.9104600042011995
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",562811.2049794955,725561047603.8335,851798.7130794654,0.9344607092540786
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",662971.5841944132,944221624021.9617,971710.6688834705,0.9147092918649201
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",572060.8316747885,763321104496.0177,873682.4963887155,0.9310498765537673
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",570896.7009200105,749023915653.6772,865461.6777499032,0.9323413290366176
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",701349.2392649733,1049108650024.7291,1024260.0499993784,0.9052349391341988
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",640839.7134511851,952962885213.4613,976198.1792717406,0.9139197014360958
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",558162.507214921,730429569640.299,854651.7241779243,0.9340209399441017
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",532396.116911957,689034033183.7832,830080.738954822,0.9377601623132832
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",616889.8931917679,918563323791.3229,958417.092810496,0.9170269835387159
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575964.0515947848,805495246036.2081,897493.869637118,0.9272403234727542
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",695049.2921111456,1060818759959.8323,1029960.5623322829,0.9041771752117308
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",601736.5553024093,881354536477.2831,938804.8447240156,0.9203880205432955
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",564495.8031950662,798990066882.1246,893862.442930748,0.9278279305794778
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",511868.33301059675,701614222258.2534,837624.1533398218,0.9366238049080542
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",582928.0685239194,841171210907.4656,917153.864358356,0.9240177449701452
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576570.1095426589,833941975571.1743,913204.2354102253,0.9246707554344481
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",549752.2922578417,788349658590.0441,887890.5667873964,0.9287890692941497
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",656999.837369965,1053213849793.1554,1026262.0765638548,0.9048641200527701
"['Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544746.9991063186,775602665764.481,880683.067717599,0.9299404939353839
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",705356.619835894,1021832137667.2147,1010857.1301955656,0.9076988024849639
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571525.5140804193,737078625367.331,858532.8330164963,0.9334203365931929
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",667158.3781737582,938813084988.3364,968923.6734585116,0.9151978404348937
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",565386.7348067353,741144278612.7379,860897.3682226808,0.9330530897143772
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575350.4383937197,753453936131.6028,868017.2441441488,0.9319411691864272
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",693096.1385101184,1000378112615.1594,1000189.0384398139,0.9096367256827438
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",604694.1672019067,852180577653.414,923136.2725261173,0.9230232785631156
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",545364.4113194057,704358759378.4839,839260.8410848703,0.9363758932858967
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",509046.8893141201,650283040447.7809,806401.2899591499,0.9412605053760832
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",585789.3420265941,821958446713.7069,906619.2402071042,0.9257532170474929
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",584741.0920742169,832045071347.9501,912165.0461116947,0.9248421011231585
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",693798.3195653822,1064106727386.2935,1031555.4892424806,0.9038801760083728
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",596367.1989086143,865108229668.4471,930111.9446972215,0.9218555351363241
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",551599.1989284105,775357321474.2456,880543.7646558208,0.9299626556691535
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",504932.0277443513,691279355476.0016,831432.1111648272,0.9375573443271
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",578868.5104707862,827678119267.0886,909768.1678686547,0.9252365640605588
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",559988.1387592765,798044083693.899,893333.1314206918,0.9279133804081567
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",527430.5991732205,753342975044.0657,867953.3253833789,0.9319511922037895
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",625171.963688595,956522790848.5012,978019.8315210695,0.9135981382937338
"['Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",517536.4917853608,736683780985.5605,858302.8492237227,0.9334560025386316
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",572930.9820101013,742081716186.2749,861441.6499022292,0.9329684118035506
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",688460.3686850915,980744506726.4868,990325.4549523034,0.911410212019942
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",593297.0688567181,796900684942.9019,892692.9398975337,0.9280166626108434
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",550181.0782576542,702320211726.1068,838045.4711566115,0.936560033500879
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",493297.9102108448,606084509777.0255,778514.2964499916,0.9452529197452664
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576033.1998064622,772309050818.1938,878811.1576545861,0.9302380032742366
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",556378.6168343928,721988598636.2588,849699.1224170228,0.9347834054246271
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",541415.6566458024,700744836188.6295,837105.0329490496,0.9367023357864354
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",651867.2752259868,983939524767.2961,991937.2584832652,0.9111216088527699
"['Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",529174.7231621747,686648526011.0753,828642.580375324,0.9379756430763215
"['Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",565245.994809288,798233135919.0684,893438.937991326,0.9278963034870727
"['Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",513037.82261589385,703330035157.2266,838647.7419973338,0.9364688170392556
"['Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",607516.1938430578,894885031622.8958,945983.6317943856,0.9191658228271788
"['Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",506480.0008237561,691735238429.2577,831706.2212279391,0.937516164821229
"['Humidity', 'Dew_Point(C)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544590.7089380786,789359490022.0492,888459.0536552876,0.9286978521098134
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691961.0405261827,996355813442.5692,998176.2436777231,0.9100000564263251
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",556220.4310669126,719868972267.0027,848450.9250787594,0.9349748694087345
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",659281.1775211287,932249812486.9431,965530.844917418,0.9157906950625424
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",565321.6604300828,750134809063.2716,866103.2323362335,0.9322409830128067
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",562312.9169040591,736359264344.4607,858113.7828659208,0.9334853158411623
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691300.5942249532,1006748114714.8308,1003368.3843508479,0.9090613290003541
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",606639.1886986027,866576814546.9216,930901.076670836,0.9217228791569916
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",547467.7454464971,713640359301.2097,844772.3712937171,0.9355374945351206
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",506970.7764399397,650467715001.415,806515.7871991192,0.9412438238862155
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",585380.3219860431,826294983455.8376,909007.6916373357,0.9253615015008666
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571047.7701023786,805199011497.4586,897328.8201643022,0.9272670820778753
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691461.0740889957,1054034048512.3441,1026661.6037002378,0.9047900322244558
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",597036.8068700825,873193668864.3864,934448.3232712157,0.9211251845310633
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",552235.2557196701,781047514361.6505,883768.9258859754,0.9294486655544972
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",504115.7062869153,700413830602.3575,836907.3010808052,0.9367322352296715
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575523.1962344582,821619723014.8129,906432.4150287283,0.9257838136610482
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",561661.1421784635,804225114251.0288,896785.9913329539,0.9273550533588601
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",524127.5539937219,741309816283.3287,860993.5053665206,0.9330381368423093
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",623882.3373854294,952080796422.0546,975746.2766631778,0.913999379740154
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",522025.2386536293,740610673090.5876,860587.4000301118,0.9331012898314801
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",560758.0614729706,726954594706.0417,852616.3232697587,0.9343348313710234
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",682083.067108935,979465707685.3635,989679.598499112,0.9115257248116478
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",595510.1838839619,808603570171.3221,899223.8709972741,0.9269595512897704
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",550781.5932103434,710417025097.4458,842862.3998598144,0.9358286554763666
"['Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",493847.408873029,615990878863.8552,784850.8640906598,0.9443580861458576
